"cluster"	"probability"	"Hist.comp"	"NFKBalt.RASalt.JAK.STAT.alt.RHOA.SGK1.KLH6.cd58.cd83"	"SumC4.mut"	"MYD88.L265"	"X18Q.AMP"	"COO..GCB.1.unclass.2.ABC.3.na."	"sumCNAs.C5"	"CD79B.MYD88.TBL1XR1.BLIMP.ETV6.ZC3H12A"	"X9p21.3.DEL"	"X21Q.AMP"	"X2P16.1.AMP"	"GENOME_DOUBLING"	"TP53.biallelic"	"Sum.CNAs.C2"	"Pi3K.Mod"	"BCL2.comp"	"Chrom.Mod.Enzymes"	"MYD88.OTHER"	"SV.TP63"	"BLC10.NOTCH2.A20.SPEN"	"B2M.CD70.PD1.FAS.com"	"SV.BCL6"
"DLBCL_C_D_1133_NULLPAIR"	2	0.881024621969978	0	0	0	0	0.5	0.5	0.222222222222222	0	0	0	0	0	0.333333333333333	0.185185185185185	0	1	0.333333333333333	0	0	0	0	0
"DLBCL_LS2599"	2	0.886663083617247	0	0.142857142857143	0.25	0	0	0.5	0	0	0	0	0	0	0	0.148148148148148	0.5	1	0	0	0	0	0.4	0
"DLBCL_MC_F606_DMJ"	2	0.888041418478753	0	0	0	0	0	0.5	0	0	1	0.5	0	0	0.333333333333333	0.296296296296296	0.125	1	0.333333333333333	0	0	0	0	0
"DLBCL_RICOVER_1269"	2	0.889944299849667	0	0	0.125	0	0	0.5	0.222222222222222	0	0	0	0	0	0	0.185185185185185	0.5	0.4	0.333333333333333	0	0	0	0	0
"DLBCL_C_D_1127_NULLPAIR"	2	0.895922943387718	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.148148148148148	0.375	1	0.666666666666667	0	0	0	0	0
"DLBCL_LS4592"	2	0.896606661316196	0.2	0.285714285714286	0.416666666666667	0	0	0.5	0	0	0	0	1	0	0	0.296296296296296	0.5	1	0.666666666666667	0	0	0	0	0
"DLBCL_RICOVER_469"	2	0.89794927861446	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.0740740740740741	0.25	1	0.666666666666667	0	0	0.333333333333333	0.4	0
"DLBCL_MC_F064AB"	2	0.899259107925305	0.2	0.142857142857143	0.25	0	0	0.5	0	0.25	0	0	0	0	0	0.0740740740740741	0	1	0.333333333333333	0	0	0	0	0
"DLBCL_LS155"	2	0.902196599774334	0.4	0.285714285714286	0.416666666666667	0	0	0.5	0	0	0	0	0	0	0	0	0.25	1	0.333333333333333	0	0	0	0	0
"DLBCL_RICOVER_577"	2	0.90373771415962	0.2	0	0.0833333333333333	0	1	0.5	0.444444444444444	0	0	0	0	0	0	0.111111111111111	0.375	0	1	0	0	0.333333333333333	0	0
"DLBCL_RICOVER_384"	2	0.90583565153673	0.2	0	0.0833333333333333	0	0	0.5	0	0	1	0	0.5	0	0	0.555555555555556	0.875	0.4	0.666666666666667	0	0	0	0	0
"DLBCL_LS2245"	2	0.907325843346155	0	0.285714285714286	0.166666666666667	0	0	0.5	0.111111111111111	0	0	0	0.5	0	0.333333333333333	0.407407407407407	0	1	0.666666666666667	0	0	0	0.4	1
"DLBCL_MC_F344_CJS"	2	0.90823629930331	0	0.428571428571429	0.333333333333333	0	0	0.5	0	0.25	0	0	0.5	0	0	0.222222222222222	0.625	1	0.666666666666667	1	0	0	0	0
"DLBCL_C_D_1157_NULLPAIR"	2	0.908709746256141	0.1	0	0.0416666666666667	0	0	0.5	0	0.25	0	0	1	0	0	0.111111111111111	0.25	1	0.333333333333333	0	0	0	0	1
"DLBCL_MC_F358_WDS"	2	0.90873056500636	0.4	0	0.166666666666667	0	0	0.5	0	0	0	0	0	0	0	0.111111111111111	0.375	1	0.666666666666667	0	0	0	0	0
"DLBCL_LS4616"	2	0.908787312016988	0	0.285714285714286	0.166666666666667	0	0	0.5	0	0	0	0	0	0	1	0.222222222222222	0	1	0.666666666666667	0	0	0	0	0
"DLBCL_MC_F815_BAT"	2	0.909155185184791	0.1	0.285714285714286	0.291666666666667	0	0	0.5	0.111111111111111	0.375	0	0	1	0	0	0.222222222222222	0	1	0.333333333333333	1	1	0	0	0
"DLBCL_RICOVER_1013"	2	0.909486038024383	0.1	0	0.0416666666666667	0	0.5	0.5	0.222222222222222	0	0	0.5	0.5	0	0	0.222222222222222	0	1	0.666666666666667	0	0	0	0	0
"DLBCL_LS1620"	2	0.910012263903228	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.037037037037037	0.625	1	1	0	0	0	0	0
"DLBCL_RICOVER_267"	2	0.910462282594226	0.2	0	0.166666666666667	0	0	0.5	0	0.25	0	0	0	0	0	0.0740740740740741	0.25	1	0.666666666666667	0	0	0	0	0
"DLBCL_C_D_1110_NULLPAIR"	2	0.9111743156938	0.5	0.0714285714285714	0.25	0	0.5	0.5	0.222222222222222	0	0	0	0	0	0	0.111111111111111	0	1	0.333333333333333	0	0	0.666666666666667	0	0
"DLBCL_C_D_1141_NULLPAIR"	2	0.912000243809869	0	0	0	0	1	0.5	0.333333333333333	0	0	1	1	0	0	0.222222222222222	0.25	1	0.666666666666667	0	0	0.333333333333333	0	0
"DLBCL_LS3309"	2	0.912443226952089	0	0	0	0	0	0.5	0.222222222222222	0	0	0	0.5	1	1	0.851851851851852	0.375	1	0.666666666666667	0	0	0	0	0
"DLBCL_C_D_1111_NULLPAIR"	2	0.912848270841691	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0.037037037037037	0	0	0	0	0	0	0	0
"DLBCL_LS3085"	2	0.914253776526627	0	0	0	0	0	1.5	0	0	0	0	0.5	0	0	0.0740740740740741	0	0	0	0	0	0	0	0
"DLBCL_RICOVER_1060"	2	0.914694871823995	0	0	0	0	0.5	1.5	0.333333333333333	0	0	0	0	0	0	0.148148148148148	0	0	0	0	0	0	0.4	0
"DLBCL_MC_F496DMP"	2	0.915758232064543	0.2	0	0.0833333333333333	0	0	1.5	0	0	0	0	0	0	0	0.111111111111111	0	0	0.333333333333333	0	0	0	0	1
"DLBCL_LS4054"	2	0.917408073546396	0	0.142857142857143	0.0833333333333333	0	0	1.5	0	0	1	0	0	0	0	0.111111111111111	0	0	0	0	0	0	0	0
"DLBCL_RICOVER_1169"	2	0.918014304735388	0	0	0	0	0	1.5	0	0	0	0.5	0.5	0	0	0.0740740740740741	0	0	0	0	0	0	0	0
"DLBCL_C_D_1149_NULLPAIR"	2	0.919894548661864	0	0	0	0	1	1.5	0.333333333333333	0	0	0	0	0	0	0.222222222222222	0	0	0	0	0	0.166666666666667	0	0
"DLBCL_RICOVER_1165"	2	0.921095009179779	0	0	0	0	0	1.5	0.222222222222222	0.25	0	0	0	0	1	0.222222222222222	0	0	0.333333333333333	1	0	0	0	0
"DLBCL_LS1065"	2	0.921120498220881	0.4	0	0.166666666666667	0	0	1.5	0.111111111111111	0	1	0.5	0	0	1	0.481481481481481	0.125	0	0	0	0	0.333333333333333	0	0
"DLBCL_MC_F500_ECU"	2	0.921396808061098	0.1	0	0.0416666666666667	0	0	1.5	0.222222222222222	0.25	0	0.5	0	0	0	0.185185185185185	0	0	0	0	0	0	0	0
"DLBCL_LS3204"	2	0.922703872192131	0.2	0.142857142857143	0.166666666666667	0	0	0.5	0	0	0	0.5	0.5	1	0	0.444444444444444	0	0	0	0	0	0	0.4	0
"DLBCL_MC_F990_MNA"	2	0.922995784330212	0	0.142857142857143	0.0833333333333333	1	0	1.5	0.333333333333333	0.75	1	0	0.5	1	0.333333333333333	0.851851851851852	0	0	0	0	0	0.166666666666667	0	0
"DLBCL_MC_F729_MAN"	2	0.927365569494708	0.1	0	0.0416666666666667	0	0	1.5	0.111111111111111	0	1	0	0	0	0.666666666666667	0.259259259259259	0	0	0.166666666666667	0	0	0	0	0
"DLBCL_RICOVER_496"	2	0.92898999400793	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.222222222222222	0	0	0	0	0	0	0	0
"DLBCL_RICOVER_623"	2	0.932933388430308	0	0	0.166666666666667	0	0	0.5	0.222222222222222	0	0	0.5	1	0	0.333333333333333	0.518518518518518	0	0	0.333333333333333	0	0	0	0	0
"DLBCL_C_D_1117_NULLPAIR"	2	0.942524865541763	0.6	0.142857142857143	0.333333333333333	0	0	1	0	0	0	0	0	0	1	0.37037037037037	0	0	0	0	0	0.333333333333333	0.4	0
"DLBCL_LS3245"	3	0.477217046836192	0.2	0.142857142857143	0.166666666666667	0	0.5	0.5	0.333333333333333	0	1	0	1	1	0.666666666666667	0.740740740740741	0.125	1	0.333333333333333	0	0	0	0	0
"DLBCL_RICOVER_822"	3	0.533308456913319	0.2	0	0.0833333333333333	0	1	1.5	0.666666666666667	0	1	0	0.5	0	0.666666666666667	0.37037037037037	0	0	0.333333333333333	0	0	0	0	0
"DLBCL_MC_F959_ERM"	3	0.723106567650294	0.2	0	0.0833333333333333	1	1	1.5	0.666666666666667	0.25	0	0	1	1	0.666666666666667	0.555555555555556	0	0	0.333333333333333	0	0	0	0.6	1
"DLBCL_RICOVER_839"	3	0.769897052317917	0	0.142857142857143	0.0833333333333333	0	0	1	0	0	1	0.5	0	0	1	0.296296296296296	0	0	0	0	0	0	0	0
"DLBCL_LS2328"	3	0.774823539639962	0.4	0	0.166666666666667	0	0	0.5	0	0	0	0.5	0	0	1	0.592592592592593	0.375	0.6	0.666666666666667	0	0	0	0.4	0
"DLBCL_RICOVER_266"	3	0.779860817298417	0	0	0	0	0	1.5	0.222222222222222	0	1	0	0.5	0	0.333333333333333	0.333333333333333	0	0	0	0	0	0	0	1
"DLBCL_MAYO_DLBCL_7359"	3	0.787142673379168	0.1	0	0.125	0	0.5	1	0.666666666666667	0	0	0.5	1	1	1	0.777777777777778	0	0	0	0	0	0	0.6	0
"DLBCL_RICOVER_1072"	3	0.811395279094489	0.2	0.285714285714286	0.333333333333333	0	0	0.5	0.111111111111111	0.25	1	0	0.5	0	0	0.703703703703704	0	0	0	1	0	0	0	0
"DLBCL_MC_F210_GWC"	3	0.817131336633661	0.2	0.142857142857143	0.166666666666667	0	0.5	1	0.111111111111111	0	0	0	0.5	0	0	0.259259259259259	0	0	0	0	0	0	0	0
"DLBCL_LS88"	3	0.851627025299158	0	0	0	0	0	1.5	0.333333333333333	0	1	0	0	0	1	0.37037037037037	0	0.6	0	0	0	0	0	0
"DLBCL_LS146"	3	0.855108538600584	0	0.142857142857143	0.0833333333333333	0	0.5	0.5	0.555555555555556	0	0	0.5	1	1	1	0.777777777777778	0.125	0	0	0	0	0.333333333333333	0	0
"DLBCL_C_D_1118_NULLPAIR"	3	0.86710284534313	0	0	0.0833333333333333	0	0	0.5	0	0.125	1	0	1	0	0	0.407407407407407	0	0	0	0	0	0	0	1
"DLBCL_LS1921"	3	0.868277032840906	0.2	0.285714285714286	0.333333333333333	0	0	0.5	0	0	0	0.5	1	0	0.333333333333333	0.740740740740741	0.25	0.6	0	0	0	0	0	0
"DLBCL_C_D_1135_NULLPAIR"	3	0.869725719718696	0.6	0	0.25	0	0.5	1.5	0.444444444444444	0	0	0.5	0	0	0.666666666666667	0.555555555555556	0.125	0	0.333333333333333	0	0	0	0.6	1
"DLBCL_MC_F502_RFK"	3	0.870584505517632	0	0	0	0	0.5	0.5	0.555555555555556	0	1	0.5	0	1	1	0.518518518518518	0.5	1	0.333333333333333	0	0	0	0	0
"DLBCL_C_D_1131_NULLPAIR"	3	0.871269349051554	0	0	0	1	0	1.5	0	0.5	0	0	0	0	0.666666666666667	0.407407407407407	0	0	0.333333333333333	0	0	0.333333333333333	0	0
"DLBCL_C_D_1108_NULLPAIR"	3	0.87159924116321	0	0	0.0416666666666667	0	0.5	1.5	0.666666666666667	0	0	0.5	0	1	0.666666666666667	0.407407407407407	0	0	0	0	0	0	0	0
"DLBCL_RICOVER_288"	3	0.871864366811607	0.2	0	0.125	0	0	1.5	0.111111111111111	0	1	0.5	1	1	0.666666666666667	0.703703703703704	0	0	0	0	0	0	0	0
"DLBCL_LS2258"	3	0.874546171130953	0	0	0	0	0	1.5	0	0	0	0	0	0	1	0.333333333333333	0	0	0	0	0	0	0	0
"DLBCL_RICOVER_948"	3	0.874851312696551	0	0	0	0	0.5	0.5	0.333333333333333	0	0	1	0	0	1	0.444444444444444	0	0.6	0	0	0	0	0	0
"DLBCL_C_D_1136_NULLPAIR"	3	0.875040532650985	0	0	0.166666666666667	1	0	1.5	0	0.25	1	0	0.5	1	1	0.703703703703704	0	0	0	1	0	0	0	0
"DLBCL_LS2089"	3	0.875123936163226	0	0	0	1	1	1.5	0.555555555555556	0.5	0	0	0	1	1	0.666666666666667	0	0	0	0	0	0	0	0
"DLBCL_RICOVER_533"	3	0.88134533770315	0	0.428571428571429	0.25	0	0.5	0.5	0.222222222222222	0	0	0.5	0.5	1	0	0.777777777777778	0.25	0	0	0	0	0	0	0
"DLBCL_LS3749"	3	0.888032531615808	0.2	0	0.166666666666667	0	0	0.5	0.222222222222222	0	1	0.5	1	1	0	0.814814814814815	0.125	0	0	0	0	0	0	0
"DLBCL_RICOVER_1235"	3	0.892683170073762	0	0	0.0833333333333333	0	0.5	1	0.111111111111111	0	0	1	1	1	1	0.777777777777778	0.125	1	0.5	0	0	0.333333333333333	0	0
"DLBCL_RICOVER_780"	3	0.892783908917849	0.2	0.142857142857143	0.166666666666667	0	0	0.5	0.333333333333333	0	0	0	1	0	1	0.518518518518518	0.25	0.4	0.333333333333333	0	0	0	0	0
"DLBCL_MC_F089_HCZ"	3	0.897866205527576	0	0.285714285714286	0.166666666666667	0	0	0.5	0.111111111111111	0.25	1	0.5	0	0	0.666666666666667	0.592592592592593	0	0.4	0.333333333333333	0	0	0	0	0
"DLBCL_C_D_1119_NULLPAIR"	3	0.899245409408827	0	0	0	0	0	1	0.111111111111111	0	1	0	0	1	0	0.481481481481481	0.125	0	0	0	0	0.333333333333333	0	1
"DLBCL_RICOVER_299"	3	0.899811146977547	0	0	0	0	0.5	0.5	0.333333333333333	0.125	1	0.5	1	1	0.333333333333333	0.962962962962963	0.25	1	0.666666666666667	0	0	0	0	0
