Sample,maxVal,correct,predictedCluster,trueCluster
dlbcl_c_d_1112_nullpair,0.3232,TRUE,1,1
dlbcl_ls2154,0.351,FALSE,5,1
dlbcl_ricover_910,0.3688,FALSE,2,1
dlbcl_c_d_1146_nullpair,0.4082,FALSE,5,1
dlbcl_ricover_473,0.4392,FALSE,4,1
dlbcl_ricover_575,0.4502,TRUE,1,1
dfcidl004_dt,0.4504,TRUE,1,1
dlbcl_ls3866,0.4616,TRUE,1,1
dlbcl_mc_f139_ad,0.4642,FALSE,5,1
dlbcl_ricover_181,0.4882,TRUE,1,1
dlbcl_c_d_1106_nullpair,0.4974,FALSE,3,1
dlbcl_ls3809,0.5412,TRUE,1,1
dlbcl_c_d_1132_nullpair,0.563,TRUE,1,1
dlbcl_ricover_826,0.5772,TRUE,1,1
dlbcl_mc_f132_mlm,0.5896,TRUE,1,1
dlbcl_ls2367,0.6012,TRUE,1,1
dfcidl001_dt,0.6398,TRUE,1,1
dlbcl_c_d_1154_nullpair,0.642,TRUE,1,1
dlbcl_ls2595,0.6484,TRUE,1,1
dlbcl_ls2978,0.6632,TRUE,1,1
dlbcl_ricover_1144,0.667,TRUE,1,1
dlbcl_bwh_dlbcl64,0.73,FALSE,5,1
dlbcl_ls1757,0.744,TRUE,1,1
dlbcl_ricover_478,0.7452,FALSE,4,1
dlbcl_ricover_829,0.7516,TRUE,1,1
dlbcl_ricover_1150,0.7556,TRUE,1,1
dlbcl_mc_f648_jkw,0.765,TRUE,1,1
dlbcl_c_d_1155_nullpair,0.7826,TRUE,1,1
dlbcl_ricover_120,0.845,TRUE,1,1
dlbcl_c_d_1114_nullpair,0.8516,TRUE,1,1
dlbcl_ricover_865,0.8674,TRUE,1,1
dlbcl_ricover_290,0.885,TRUE,1,1
dlbcl_mayo_dlbcl_5613,0.8912,TRUE,1,1
dlbcl_c_d_1128_nullpair,0.8958,TRUE,1,1
dlbcl_ls378,0.9144,TRUE,1,1
dlbcl_c_d_1123_nullpair,0.9314,TRUE,1,1
dlbcl_ricover_694,0.9434,TRUE,1,1
dfcidl010_dt,0.9568,TRUE,1,1
dlbcl_c_d_1130_nullpair,0.9608,TRUE,1,1
dlbcl_ricover_197,0.3312,FALSE,5,2
