"Sample" "maxVal" "correct" "predictedCluster" "trueCluster"
"dlbcl_ls2154" "0.3506" "FALSE" "5" "1"
"dlbcl_c_d_1146_nullpair" "0.358" "FALSE" "5" "1"
"dlbcl_ricover_910" "0.3806" "FALSE" "2" "1"
"dlbcl_c_d_1112_nullpair" "0.3826" "TRUE" "1" "1"
"dlbcl_ricover_473" "0.4054" "FALSE" "4" "1"
"dlbcl_ricover_575" "0.4328" "TRUE" "1" "1"
"dlbcl_mc_f139_ad" "0.4358" "FALSE" "5" "1"
"dlbcl_c_d_1106_nullpair" "0.4474" "FALSE" "3" "1"
"dlbcl_ls3809" "0.4718" "TRUE" "1" "1"
"dlbcl_ls3866" "0.494" "TRUE" "1" "1"
"dfcidl004_dt" "0.512" "TRUE" "1" "1"
"dlbcl_ls2595" "0.5328" "TRUE" "1" "1"
"dlbcl_c_d_1154_nullpair" "0.5484" "TRUE" "1" "1"
"dlbcl_ls2367" "0.5972" "TRUE" "1" "1"
"dlbcl_ricover_826" "0.6068" "TRUE" "1" "1"
"dlbcl_bwh_dlbcl64" "0.6146" "FALSE" "5" "1"
"dlbcl_ricover_181" "0.6372" "TRUE" "1" "1"
"dfcidl001_dt" "0.6394" "TRUE" "1" "1"
"dlbcl_c_d_1132_nullpair" "0.6402" "TRUE" "1" "1"
"dlbcl_ls2978" "0.6698" "TRUE" "1" "1"
"dlbcl_ricover_1144" "0.6714" "TRUE" "1" "1"
"dlbcl_ricover_120" "0.6764" "TRUE" "1" "1"
"dlbcl_ricover_829" "0.723" "TRUE" "1" "1"
"dlbcl_ls1757" "0.7262" "TRUE" "1" "1"
"dlbcl_mc_f132_mlm" "0.7364" "TRUE" "1" "1"
"dlbcl_c_d_1114_nullpair" "0.7466" "TRUE" "1" "1"
"dlbcl_mc_f648_jkw" "0.7506" "TRUE" "1" "1"
"dlbcl_ricover_1150" "0.7664" "TRUE" "1" "1"
"dlbcl_c_d_1155_nullpair" "0.7768" "TRUE" "1" "1"
"dlbcl_ricover_865" "0.8562" "TRUE" "1" "1"
"dlbcl_ricover_290" "0.8592" "TRUE" "1" "1"
"dlbcl_c_d_1128_nullpair" "0.8636" "TRUE" "1" "1"
"dlbcl_ricover_478" "0.8644" "FALSE" "4" "1"
"dlbcl_ls378" "0.8916" "TRUE" "1" "1"
"dlbcl_mayo_dlbcl_5613" "0.908" "TRUE" "1" "1"
"dlbcl_ricover_694" "0.9122" "TRUE" "1" "1"
"dfcidl010_dt" "0.923" "TRUE" "1" "1"
"dlbcl_c_d_1123_nullpair" "0.9658" "TRUE" "1" "1"
"dlbcl_c_d_1130_nullpair" "0.9662" "TRUE" "1" "1"
"dlbcl_mayo_dlbcl_234" "0.3156" "TRUE" "2" "2"
"dlbcl_mc_f927_jhs" "0.3422" "FALSE" "4" "2"
"dlbcl_ricover_197" "0.3654" "FALSE" "5" "2"
"dlbcl_mc_f362_mjb1" "0.384" "FALSE" "3" "2"
"dlbcl_ricover_577" "0.391" "TRUE" "2" "2"
"dlbcl_ricover_978" "0.398" "TRUE" "2" "2"
"dlbcl_mc_f815_bat" "0.412" "TRUE" "2" "2"
"dlbcl_ls762" "0.4182" "TRUE" "2" "2"
"dlbcl_ls2245" "0.4352" "TRUE" "2" "2"
"dlbcl_c_d_1141_nullpair" "0.4456" "TRUE" "2" "2"
"dlbcl_ls4619" "0.4952" "TRUE" "2" "2"
"dlbcl_c_d_1162_nullpair" "0.4976" "TRUE" "2" "2"
"dlbcl_ricover_208" "0.4988" "TRUE" "2" "2"
"dlbcl_ricover_440" "0.5036" "TRUE" "2" "2"
"dlbcl_c_d_1110_nullpair" "0.5076" "TRUE" "2" "2"
"dlbcl_ls4593" "0.5122" "TRUE" "2" "2"
"dlbcl_ls155" "0.515" "TRUE" "2" "2"
"dlbcl_ls3615" "0.52" "TRUE" "2" "2"
"dlbcl_ls2325" "0.5794" "TRUE" "2" "2"
