,Sample,maxVal,correct,predictedCluster,trueCluster
0,DLBCL_MAYO_DLBCL_234,0.268852174282074,False,4,2
1,DLBCL_RICOVER_910,0.2774454653263092,False,3,1
2,DLBCL_LS2154,0.30482983589172363,False,4,1
3,DLBCL_LS4054,0.30611997842788696,False,4,3
4,DLBCL_LS3749,0.3070211708545685,False,5,3
5,DLBCL_C_D_1142_NULLPAIR,0.3127477169036865,False,2,4
6,DLBCL_MC_F815_BAT,0.32316383719444275,False,4,2
7,DLBCL_RICOVER_1081,0.32941895723342896,False,1,5
8,DLBCL_LS1668,0.3307790160179138,True,3,3
9,DLBCL_RICOVER_408,0.33996105194091797,True,5,5
10,DLBCL_RICOVER_197,0.36436042189598083,False,5,2
11,DLBCL_RICOVER_787,0.37315213680267334,False,2,3
12,DLBCL_LS2595,0.3756076395511627,False,4,1
13,DLBCL_RICOVER_1060,0.3756076395511627,False,4,3
14,DLBCL_MC_F089_MLB,0.3793547749519348,False,5,4
15,DLBCL_C_D_1105_NULLPAIR,0.38070443272590637,False,1,4
16,DLBCL_LS3615,0.40504714846611023,True,2,2
17,DLBCL_RICOVER_105,0.4102097451686859,False,1,4
18,DLBCL_RICOVER_623,0.42022112011909485,False,2,3
19,DLBCL_RICOVER_1169,0.4408472180366516,False,4,3
20,DLBCL_RICOVER_583,0.4408472180366516,True,4,4
21,DLBCL_C_D_1162_NULLPAIR,0.44783687591552734,True,2,2
22,DLBCL_LS2328,0.4525281488895416,True,3,3
23,DLBCL_LS2264,0.45537883043289185,False,2,5
24,DLBCL_C_D_1131_NULLPAIR,0.4575817286968231,False,4,3
25,DFCIDL003_DT,0.4588308334350586,True,3,3
26,DLBCL_RICOVER_120,0.4630560576915741,True,1,1
27,DLBCL_C_D_1138_NULLPAIR,0.46402209997177124,False,2,5
28,DLBCL_LS2208,0.4666093587875366,True,4,4
29,DLBCL_RICOVER_216,0.4720297157764435,False,4,2
30,DLBCL_RICOVER_543,0.4720297157764435,True,4,4
31,DLBCL_RICOVER_1287,0.4720297157764435,True,4,4
32,DLBCL_DFCI_DLBCL_GOE07,0.4720297157764435,False,4,3
33,DLBCL_RICOVER_1046,0.4734833538532257,True,2,2
34,DLBCL_C_D_1104_NULLPAIR,0.47503918409347534,True,4,4
35,DLBCL_C_D_1135_NULLPAIR,0.47564032673835754,False,5,3
36,DLBCL_RICOVER_575,0.4772323966026306,False,5,1
